78	250	19500	18	
"NK"	"X"	"Y"	"NX"	"NY"	"NXY"	"SiO2 WT%"	"TiO2 WT%"	"Al2O3 WT%"	"FeO WT%"	"MnO WT%"	"MgO WT%"	"CaO WT%"	"Na2O WT%"	"K2O WT%"	"P2O5 WT%"	"O WT%"	"Total"	
0	-3.6563	24.0443	50	2	128	73.25935	0.3734463	11.74364	0.7515635	-1.785039E-02	-3.672754E-02	0.2201339	2.133485	6.862215	-2.464861E-02	0	95.2646	
0	-3.6513	24.0443	51	2	129	73.48024	0.308547	11.47545	0.6919598	7.223081E-03	-5.186255E-02	0.3604239	1.90394	7.137184	2.458053E-02	0	95.33768	
0	-3.6463	24.0443	52	2	130	73.97297	0.4375852	11.7552	0.7273954	5.784687E-02	-0.0585357	0.3460495	2.408215	7.089204	-2.474279E-02	0	96.71118	
0	-3.6413	24.0443	53	2	131	73.43344	0.4961192	11.22867	2.470989	-7.695073E-03	-2.178041E-02	0.4269486	2.306682	6.353562	-6.238464E-04	0	96.68632	
0	-3.6363	24.0443	54	2	132	73.03132	0.3056036	11.66366	1.557493	4.394516E-02	1.464206E-02	0.484765	2.171938	6.824998	-3.911765E-04	0	96.09798	
0	-3.6313	24.0443	55	2	133	73.78636	0.5661253	11.99677	0.9290292	3.225746E-02	7.124831E-03	0.289595	2.139265	6.970205	-1.503669E-04	0	96.71658	
0	-3.6263	24.0443	56	2	134	76.54485	0.3963021	11.92882	0.3482555	3.330032E-02	-5.915915E-02	0.2768081	1.751799	7.155203	4.954783E-02	0	98.42572	
0	-3.6213	24.0443	57	2	135	74.33462	0.2866846	11.47001	0.8106408	3.245065E-02	-1.524016E-02	0.3181868	1.926846	7.134334	7.389286E-02	0	96.37244	
0	-3.6163	24.0443	58	2	136	75.61272	0.3521505	11.91941	0.6447803	-1.786528E-02	6.233884E-03	0.3325295	1.692707	7.175371	1.739436E-05	0	97.71803	
0	-3.6113	24.0443	59	2	137	74.71414	0.5647549	11.67684	1.379994	-4.423802E-02	-6.639697E-02	0.401014	2.04255	6.859745	7.364817E-02	0	97.60205	
0	-3.6063	24.0443	60	2	138	74.39425	0.3951158	11.53824	0.7279605	7.516904E-03	-6.625756E-02	0.3042468	1.883088	6.752534	2.475074E-02	0	95.96144	
0	-3.6013	24.0443	61	2	139	75.19514	0.4187658	11.83468	0.479702	-3.88356E-03	-6.451074E-02	0.4866396	2.815204	5.736163	2.523353E-02	0	96.92314	
0	-3.5963	24.0443	62	2	140	76.67569	0.2478862	12.04297	0.5997531	3.530586E-02	4.031821E-02	0.640135	3.476685	4.195096	-4.873652E-02	0	97.9051	
0	-3.5913	24.0443	63	2	141	70.85524	0.1513309	10.71724	2.69592	9.257923E-02	0.3480353	1.124868	1.823217	5.897151	-2.546002E-02	0	93.68011	
0	-3.5863	24.0443	64	2	142	70.18502	0.1767548	12.3682	1.723914	-0.0443869	0.1793282	1.239161	2.857416	5.775656	2.428021E-02	0	94.48534	
0	-3.5813	24.0443	65	2	143	75.64052	0.2879516	12.7267	0.6806997	4.594648E-02	5.223198E-02	0.4724104	2.684476	6.577837	1.761024E-04	0	99.16895	
0	-3.5763	24.0443	66	2	144	76.82523	0.30891	11.28326	0.7517689	7.480669E-03	-6.628936E-02	0.276351	1.946597	7.063034	5.32082E-05	0	98.39641	
0	-3.5713	24.0443	67	2	145	75.88201	0.1379027	11.11248	0.4674154	-2.975913E-02	-5.881204E-05	0.2349645	2.116586	6.823204	2.501649E-02	0	96.76976	
0	-3.5663	24.0443	68	2	146	71.86425	0.2414773	11.89235	1.605566	9.489932E-02	0.3389187	0.7641067	2.09726	5.915189	-2.490113E-02	0	94.78911	
0	-3.5613	24.0443	69	2	147	77.13957	0.2008842	11.31563	0.9895577	-5.244311E-03	-8.129676E-02	0.1780932	1.476439	6.80712	0.0495612	0	98.0703	
0	-3.5563	24.0443	70	2	148	70.82697	0.3951453	10.87297	0.5852041	-5.597971E-02	-1.498031E-02	0.4586588	2.028091	6.836878	4.923133E-02	0	91.98219	
